kaptName,doroJuso,Score,Pros,Cons,source_index
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.0,"좁은 것 빼고는 다 만족스러운 편이에요 신축이라 깨끗하고 특히 가장 장점은 지하철역 바로 앞(7호선, 6호선)이라는 점이랑 근처 시장도 있구요 마트는 조금 거리 있지만 걸어서 충분히 이동가능 한 거리. 그리고 5분만 가면 공리단길 있어서 분위기도 좋고 중랑천 가까워서 운동하기도 좋아요 ^^ 입지 최고","층간, 벽간 소음이 예민하신 분들은 좀 힘드실 수도 있고 다닥다닥 소형 평수들이 붙어잇으니 주변소음이 좀 심합니다. 그리고 여름에 창문 열어놓으면 바로 앞에 동일로라는 큰 대로가 있어서 시끄럽고 새벽에 가끔 시끄러운 오토바이들 지나가서 깰때도있어요",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.0,"신축이라 깨끗하고 역과의 거리가 매우 가까운 것이 가장 큰 장점입니다. 걸어서 3분도 안 걸리는 것 같아요. 
풀옵션(에어컨, 세탁기, 인덕션, 공기청정기, 전자레인지 등) 이고 붙박이 장과 신발장 등 수납도 좋은 편입니다. 보일러실 공간도 꽤 큰 편이라 짐 보관 가능합니다.","방음이 조금 약해서 층간소음이나 옆집 소리가 좀 들리는 편이에요.;; 평수가 아무래도 작다보니 생활하는 공간 자체가 좁아서 좀 답답하긴 합니다. 1층에 카페, 음식점이 있어서 층에 따라 벌레가 나오는 집이 있는 것 같습니다. 저는 한번도 못봤어요.",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,5.0,교통 역세권 바로 앞이라 교통이 너무 편하고 좋습니다 또 풀옵션이기도 하고 경비아저씨들도 24시간 상주 하셔서 치안에도 안전합니다. 직원분들도 모두 다 친절하시고 아파트 하나하나 모든 관리를 직접 하시는데 되게 좋았던 것 같습니다 ! 꼭 추천드려요,"제가 살아봤을때 단점은 as가 조금 늦어진다는 점 , 그리고 엘리베이터에서 냄새가 조금 올라오구 환기를 제대로 시키지 않으면 계속 습기가 잘 차더라구요 저층이라서 그런지 뷰도 바로 건물뷰여서 아쉬웠구 그 이외에는 없던 것 같습니다 ~ 단점을 굳이 꼽자면 이정도 입니다",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.5,"신축 역세권 청년주택이라서 전반적으로 깔끔하교 교통도 편리했습니다. 인근 공릉동과도 가까워서 주변에 카페와 식당도 많았습니다. 주차공간은 부족합니다. 가구옵션으로 세탁기, 붙박이장, 냉장고 있어서 편했습니다.","첫 신축이라서 집에 일부 하자가 있었습니다. 
주차공간이 부족해서 대중교통 통해서 이동해야합니다. 베드타운에 있다보니 아침 저녁 출퇴근길에 사람이 많아 힘듭니다. 아래 상가에서 가끔 소음 올라옵니다.",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.5,"저는 층간소음 한번도 겪은 적 없고 이런 컨디션의 이런 가격 서울에 절대 없을거라 확신합니다.
혼자 살기에 최고의 집이었던 것 같아요. 오히려 좀 더 작았어도 됐을 것 같은..? 안전하고 쾌적합니다. 동네도 좋아요.","대로변이라 안전한데 근처에 병원이 많아서 앰뷸런스 소리가 좀 시끄러워요..
그래서 창문 열면 엄청 시끄럽.. 근데 창문이 좋은 거라 문 닫으면 고요-합니다. 단점은 딱히 없었어요.",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.0,"역 완전 앞이라 좋아요. 
대로변이라 안전하고 신축이라 깨끗합니다.
근처에 공트럴파크도 있고 중랑천도 있어 산책하기 좋고 먹을데도 많습니다.","집 마감이 엉성한 곳이 있어요.
혼자 살기 그럭저럭 괜찮으나 그래도 작은 감이 있습니다.
15호 라인은 보일러실이 작습니다.",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,5.0,"걸어서 15분거리에 이마트 있고 주변에 편의점 많고 2층에 헬스장 코인세탁실, 병원 1층에 맘스터치, 카페, 약국 등 주변 인프라 좋습니다
5분 걸으면 하천이랑 장미공원도 있어요
방음도 괜찮고 주변이 조용해서 그런지 바깥 소음 하나도 안들려요
이중창이라 방열도 잘 되고 풀옵션이라 몸만 와도 됩니다 엘레베이터도 두 개라 많이 기다리는 일 없이 쾌적해요 
6,7호선 더블역세권이고 코앞에 버스정류장도 있어서 교통 너무 편리해요 
신축이고 깔끔합니다
7~8평 정도인데 혼자 살기 좋아요 좁다고 느끼실 수도 있는데 저는 좁은게 좋아서 이정도 크기도 너무 만족합니다","곳곳에 마감이 엉성한 부분이 있어요 급하게 공사 마무리한 느낌.... 
애완동물 못 키워요 
화장실에 창문 없습니다 대신 환풍기 있어요
수압이 좀 약한가? 싶어요",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,4.5,"역세권이라 교통이 편리해요
6, 7호선 둘다 있어서 이동도 편하고 바로 앞에 버스정류장이 있어 버스 이용도 편해요
신축이라 시설도 좋고 쾌적합니다","층간소음은 있는 편 같아요 주변에 누가 사느냐에 다른 거 같기도 합니다
현관문이나 화장실 근처에서 나는 소리가 밖으로 새어 나와 복도에 다 들리는 편이에요",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,5.0,"내부가 100% 빌트인 가전이라 무척 좋습니다 가전은 모두 삼성전자 제품이고, 가구는 한샘제품으로 고급지고 만족도 굿 입니다~","청년주택이라 차량 소유자는 입주가 불가능 해요
건물에 카페도 있고 맘스터치 햄버거도 있고 가끔 술한잔하고 싶을때는 BBQ도있어서 좋긴 하지만 근처에 식당이 별로 없는게 단점이네요",0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,3.0,빌트인이 잘되있어서 전자제품이나 가구를 준비할게 많이 없었어요. 또 2층에 헬스장이 작게있어서 아주 좋았습니다. 그리고 근처에 공릉철길이 있어서 산책하기 좋습니다.,원룸 평수가 작게 나와서 침대 놓으면 공간이 많이 없습니다. 그리고 주차장은 기계식이라 출차시 오래 걸립니다. 간혹가다 층간소음으로 고생하는 분들이 있다고 들었습니다.,0
청년주택 와이엔타워,서울특별시 노원구 공릉동 동일로 1000,5.0,"신축이라 깨끗하고 기본 인테리어가 이쁨.
내부에 짐 둘 공간이 다른 원룸보다 많으며 싱크대도 넓어 요리할 때 불편하지 않아 좋다. (인덕션이 두개임)
화장실은 샤워실이 분리되어 있으며 환풍기가 두 개 있어 물때가 잘 안 생김. 다른 원룸보다 넓은편.

태릉입구역 4번 출구 바로 앞에 위치하기 때문에 7호선을 이용하시는 분들이라면 편리할듯. 지하에 유료 주차장도 있어 차량을 이용하시는 분이라면 사용할 수 있음.

주변에도 은근 먹거리가 많고 공릉역 쪽으로 걸어가면 음식점이 많음. 마트 같은 경우에는 먹골역 쪽으로 10분 정도 걸어가면 이마트가 있고 공릉역 쪽 골목으로 가면 작은
롯데마트(?) 같은게 있어 장볼 때도 편리함.

운동할 때도 바로 4분 정도 거리에 중랑천? 이름은 잘 모르겠지만 산책할 수 있는 공간이 있어 가끔 걷기 운동함.
동네도 조용하고 한적하며 살기 좋은듯.","방음이 잘되는 편이 아님(발을 쿵쿵대면 그 소리가 다 들리며 밤에 시끄럽게 대화할 시 웅웅거리면서 들림)
반려동물 출입 금지 건물. 분리수거장은 지하1층인데 음식물쓰레기, 일반 쓰레기 장은 1층이라 쓰레기 버릴 때 왔다갔다 해야 함.",0
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,5.0,"지하철역이 바로 앞에 있고 아파트와 지하로 연결되어 있어 이동이 정말 편리합니다, 특히 비 오는 날에는 우산 없이도 다닐 수 있어서 너무 좋은 것 같습니다. 아파트 단지 아래에 편의점, 카페, 음식점 등 편의시설도 다양하게 갖춰져 있어서 멀리 나가지 않아도 웬만한 건 다 해결할 수 있습니다, 생활이 정말 편리합니다.","저는 살면서 큰 불편함은 느끼진 못 했습니다. 음... 단점이라 한다면 출퇴근 시간에 대로에 차량이 많아서 조금 복잡하다는 점, 그리고 차가 막힌다는 점을 들 수 있을 것 같습니다. 
여름에 창문 열어두면 아래에서 치킨 냄새가 올라와서 그건 좀 힘들었습니다.",1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,5.0,압도적인 태릉입구역 더블 역세권입니다. 지하로 연결되어 있어서 편리해요 무척. 동네가 조용하고 상시 경비원들이 계셔서 안전해요. 입주민들도 대체로 조용하고 시끄러운 일이 발생한적 없습니다. 사거리에 위치해서 주변 뷰도 트여있음,"아파트 건물 자체가 주상복합이기는 하나 지하 상가는 있으나 없으나 상관없을 정도의 공실률입니다.
생활인프라가 공릉역 먹골역 인근까지는 생각해야됩니다.
두 동이라 세대 수가 적은 편이라 이게 단점일수도 장점일수도 있어요. 관리는 잘 됨",1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,5.0,"태릉입구역(6,7호선)과 연결되어 있음. 30초면 단지 입구에서 전철역 입구 도착함. (뛰면 10초) . 교통요지로 주요 고속도로, 간선도로 진입이 용이함. 중고층의 경우 엄청나게 좋은 뷰를 감상할 수 있음. 3층에 놀이터와 운동 시설 등이 있으며 매우 유용함. 초등학교 가까우며 많은 초등학생들이 거주 중임. 기둥식 구조로 공간 손해는 약간 있으나 층간소음이 상대적으로 훨씬 덜함. 지하주차장 넉넉함. 경춘선 숲길, 중랑천, 장미공원 등 산책로기 많음. 신축급이며 건물 관리가 잘 되는 편임. (관리비는 월 30만원 수준 / 4인가족) 분리수거는 매일 가능하며 관리가 잘 되고 있음. 주변에 병원, 식당, 카페, 미용실, 시장 등 다양하게 상권이 잘 발당해 있음. 편의점, 스타벅스 등은 슬리버 신고 이용 가능함. (주변에 스벅 3곳임) 중계 학원가 이용이 용이한 편임. (차로 10분 거리)","엘레베이터가 2개로 평소에는 전혀 문제없으나, 이사하는 집이 있는 경우 1대 밖에 사용못함. 마트가 도보로 7분 거리로 약간 멈. 초등학교는 매우 가까우나 중학교가 상대적으로 멀리 있음",1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,5.0,주차장이 지하 1층부터 5층까지 있기때문에에 주차가 용이하고 주변 시설이 매우 좋다. 단지 주변에 음식점이 많아 편하다. 또한 3층에 입주민들만이 자유롭게 이용 가능한 공용 공원과 헬스장이 있어 산책과 운동하기에 아주 좋다. 경비아저씨가 24시간 상주해있어서 일처리가 매우 빠르고 층간소음도 거의 없는 편이다. 실내에서는 수납공간이 많아 많은 물건을 보관할 수 있다.,"일부 방의 방향이 날씨의 영향을 많이 받아 여름에는 너무 덥고, 겨울에는 춥고 건조하다. 환기도 잘 되지 않는 편이며 안방을 제외한 모든 방에 에어컨을 설치 할 수가 없다. 그리고 바로앞에 큰 도로가 있어서 가끔씩 밤중에 자동차 소리나 공사소리가 너무 크게 들려 수면에 방해가 될때가 있다. 또한 36층까지 있는 고층이다보니까 엘리베이터를 기다리는데 많은 시간이 걸리며, 다른층이 이사를 하는 날엔 엘리베이터 한 쪽을 쓸 수가 없어서 고층에사는 사람들은 매우 많은 시간을 기다려야한다.",1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,5.0,태릉잊구역 도보 20초 현관문에서 6호선 까지 걸어서4분소요 애들없고 자녀들이 직장인이거나 신혼부부가 살아도 문제없이 완벽합니다 중간에 산책하는 시설도 잘 되어잇어서 편하기도 하구요,밤에 차들 크락션은 고층 문닫아도 들어옵니다 대부분 자녀들있는 분들이 없으시고 성인이상의 자녀들만 많이 거주하구요 주말에는 창문열어두면 괜찮지만 주말에 열어둔다면 소음이 가장 큰 뭊제일꺼같네요,1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,4.0,"대중교통 접근이 용이하고 상가또한 잘 되어있어서 인프라가 나쁘지 않아요.
집구조도 좋은편이고 경비원분들도 관리를 잘해주십니다.",주변에 병원이 많아 구급차 소리가 자주 들리는 편이며 관리가 매우 잘되는 장점이 있지만 그에따라 관리비가 좀 가격이 있는편입니다.,1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,4.5,"아파트 앞에 태릉입구역 6, 7호선 있어서 더블역세권입니다. 강남으로 30분정도면 갈 수 있어서 확실히 메리트 있구요. 출퇴근하시는분들 좋아합니다. 집 앞에 편의점도 잘되어 있어서 편의시설도 잘 형성되어 있습니다. 요즘은 코로나여서 밖에서 먹기보다는 배달로 시킬텐데 배달하는 맛집도 많아서 좋았습니다.",동이 두 개 밖에 없어서 단지가 좀 작은편이고 상가와 아파트 출입문이 분리가 안되어 있지만 그래도 관리가 잘되고 있어서 괜찮다.,1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,4.0,"주차장이 지하 5층까지 있어서 너무 좋아요. 그전에 주차지옥 아파트에 있었는데ㅠㅠ 넘 좋구요. 엘베도 빨라요 ㅎㅎ 젤 큰 장점은 지하철 바로 앞에 있어서 비오는 날 그닥 우산 안챙겨도 비 맞을일 없구요 ㅎㅎ 주변에 중랑천, 공트럴파크 있어서 산책하기 괜찮구요 주변에 도꺠비 시장 있어서 구경할 맛도 나용","근처에 북부간선도로와 근처에 병원과 소방서가 있어서 소음이 있긴해요, 엘베 빠르긴 한데 세대수에 비해서는 작아서 출근시간엔 좀 혼잡한 편이에요",1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,4.5,"교통 정말 좋은 곳입니다. 아파트랑 지하철이 6,7호선이 바로 연결되어 있어서 출퇴근 되게 좋은 곳이에요. 어두운길 걸을 필요도 없어서 안전하게 갈 수도 있구요.",외부차량이 막 대는거 같아요. 분명 여유있어야 되는데 주차공간 부족할 때 있었네요.,1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,4.0,마트가 가깝지는 않은데 재래시장까지 거리가 가까워서 어느정도 매꿔졌네요. 관리비는 저렴한 편입니다. 입주민 전용 무료 헬스장도 있는 곳이에요.,주상복합이다 보니 공유 면적이 많아서 이론보다는 작은거 같아요.,1
노원프레미어스엠코,서울특별시 노원구 공릉동 동일로 986,3.5,북부 주요 산이 보이는 탁 트인 조망권입니다. 관리비는 공용관리비만 따지면 됩니다. 길 건너 바로 초등학교가 있어서 학교 보내기도 좋은 곳입니다.,엘리베이터가 세대수 대비 많은건 아닌거 같습니다. 대로변이라 소음은 조금 있는 편이기도 하고 상가 주차장 경유하면 혼잡할 때가 있습니다.,1
상계주공4단지,서울특별시 노원구 상계동 동일로 1362,,,,2
상계주공6단지,서울특별시 노원구 상계동 동일로 1390,4.0,"초역세권으로 지하철, 버스 등 대중교통 이용이 편리하고 백화점, 은행, 병원 등 생활편의시설이 밀집해 있어 생활하기는 매우 편리하다. 주거단지라 치안이 좋아서 밤에 혼자 다니기도 걱정 없어서 여자들이 혼자 살기도 매우 좋아 추천하고 싶다.",30년 이상된 노후 아파트라 건물이 낡았고 녹물 문제가 심각하다. 주변 구축 아파트들은 거의 다 배관 공사를 마쳤는데 재건축 추진하는 사람들의 반대 때문인지 아직도 배관공사를 하지 못하고 있다. 또한 주차난이 심각해서 차 있는 사람은 심사숙고해야 할듯.,3
상계주공3단지,서울특별시 노원구 상계동 동일로 1389,5.0,"일단 노원역이랑 7호선은 도보 5분 4호선 10분 으로 매우 가깝고, 편의점 공원 식당 카페 전부 다 가깝습니다! 시끄러울 것 같지만 단지 내부는 엄청 조용하고 입주민들만 다녀 외부인도 거의 없습니다!","주차공간이 부족하긴 해 이중주차가 기본입니다
처음에는 불편해도 적응하긴 했습니다 ㅎㅎ!! 또 넓은 평수는 아니라 대가족이 살기에는 불편하실 수 있고 주변에 길고양이들이 좀 많습니다",4
공릉1단지,서울특별시 노원구 공릉동 동일로 1127,2.0,"반려동물 키우는 데에 지장이 없어요. 단지 내에 유치원이 있고, 초등학교나 노원문화원이 바로 앞에 위치해 있어요. 버스 정류장이야 당연히 가깝고, 공릉역까지 걸어서 10분 조금 안 걸려서 역세권이라고 볼 수 있어요. 바로 앞에 3층 크기의 대형 마트가 존재해요.","낡고 오래된 건물이라 벌레가 굉장히 많이 나오고, 아무래도 거주하시는 분들이 몸이 불편하시거나 나이가 많은 분들이 많아 전체적으로 건물이 청결한 느낌은 아니에요. 경비원 분들과 싸우는 경우도 쉽게 찾아볼 수 있어서 지나가다 불편함을 느낄 때가 있어요.",5
공릉1단지,서울특별시 노원구 공릉동 동일로 1127,3.0,"어르신들이 많이 사는곳이라서 조용합니다, 반려동물 키우는 세대도 많이 있어 강아지 고양이 등을 키우기에도 크게 부담없고 나름대로 아파트 단지 내부나 근처에 공원이 많이 조성되어 있어 산책하거나ㅜ반려동뭉 산책시키기에도 적당합니다","ㅂㅋㅂㄹ가 자주 나와요 이게 우리집만 잘 관리한다고 해서 되는게 아니라 아파트 단지 전체적으로 관리되어야 하는데, 아무래도 노후화된 아파트에다가 공공임대로 거주하는 곳이어서 그런지 전체적인 관리가 이루어지지 않아요 소독을 가끔 하긴하는데 별로 소용없음",5
공릉1단지,서울특별시 노원구 공릉동 동일로 1127,4.0,초등학교를 품고 있는 아파트입니다. 아이 초등학교 길 안건너고 등하교 할 수 있어 안전하고 좋습니다. 단지 뒷쫄 경춘숲공원이 매우 잘 되어 있어 산책이나 운동하기 좋습니다. 중랑천도 가깝고 지하철역도 도보권에 있어 생활 편합니다.,지하철까지 초근접은 아니어서 좀 걸어야한다. 그외 연식있는 SH아파트라는 것 외에는 크게 단점이 없습니다.,5
상계주공7단지,서울특별시 노원구 상계동 동일로 1456,5.0,"20년간 살았는데 너무 좋았음
벌레 없고 층간소음 없고 단열 좋음
경비원이 상시 대기라 좋음 엘레베이터 대수 많음
주위에 학교가 많아 학군 좋으며 집앞에 마트있음
동네소음은 별로 없으며 근처에 상가가 많아서
볼거리 먹거리 많음 치안 또한 좋음","분리수거 주1회 배출이 불편, 주차공간이 부족할수도 있으며, 주위에 공원이 없어 산책 어려움
건물관리가 자주 되는것 같지 않음 , 주위 차량이 많아 환기시키기 어려우며, 공기가 좋지않음.
주위 큰마트가 없어서 차를 타고 이동해야합니다",6
상계주공7단지,서울특별시 노원구 상계동 동일로 1456,4.0,"인프라 최고. 반경 10분 내로 모든걸 해결할 수 있음. 지하철 노원역 4호선, 7호선과 가깝고 바로 앞에 노원롯데백화점이 있음. 은행, 병원 등등 생활권에 필요한 모든 것이 근처에 있음. 노원구청과도 가까움. 아파트 경비원분들이 항시 상주 중이어서 치안도 좋다고 생각됨.","주차난이 좀 심한편. 바로 역 앞이고, 큰 도로가 옆에있어 차 소음이나 공기가 좋지는 않은편. 그리고 처음 입주할 때부터 개미가 있었는데, 그냥 개미랑 사는중. 최고의 단점은 엘레베이터가 매우매우 좁다는 것. 사람 4~6명 타면 가득차서 쭈그리고 가야합니다.",6
상계주공7단지,서울특별시 노원구 상계동 동일로 1456,4.0,동네가 조용하고 평화로워요. 단지도 깔끔하고 관리 잘된 느낌 나름 곳곳에 맛집도 많고 살기 좋다는 인상입니다. 접근성 괜찮고 인프라 나쁘지 않습니다. 꽤 오래전에 살았지만 좋았어요.. 네 그렇습니다 평화로운 느낌이었어요 조용하구..,단점 딱히 없는데 낡은 건물이라는거.. 서울 중심부 가기 좀 멀다는 것 그리고 요즘에는 보기 힘든 옛날 아파트 구조 이정도인거같아요 그래도 아파트 단지가 주는 안정감이 좋아여 주차공간도 넉넉하고 괜찮았던 기억입니다 네 그렇습니다 이상입니다,6
